Combinations:Board:Name:ID
   4:     T J Q K A:    Royal Flush:                1
   4:     9 T J Q K:    a straight flush, Nine to King:                2
   4:     8 9 T J Q:    a straight flush, Eight to Queen:                3
   4:     7 8 9 T J:    a straight flush, Seven to Jack:                4
   4:     6 7 8 9 T:    a straight flush, Six to Ten:                5
   4:     5 6 7 8 9:    a straight flush, Five to Nine:                6
   4:     4 5 6 7 8:    a straight flush, Four to Eight:                7
   4:     3 4 5 6 7:    a straight flush, Three to Seven:                8
   4:     2 3 4 5 6:    a straight flush, Deuce to Six:                9
   4:     A 2 3 4 5:    a straight flush, Ace to Five:               10
   4:     A A A A K:    four of a kind, Aces:               11
   4:     A A A A Q:    four of a kind, Aces:               12
   4:     A A A A J:    four of a kind, Aces:               13
   4:     A A A A T:    four of a kind, Aces:               14
   4:     A A A A 9:    four of a kind, Aces:               15
   4:     A A A A 8:    four of a kind, Aces:               16
   4:     A A A A 7:    four of a kind, Aces:               17
   4:     A A A A 6:    four of a kind, Aces:               18
   4:     A A A A 5:    four of a kind, Aces:               19
   4:     A A A A 4:    four of a kind, Aces:               20
   4:     A A A A 3:    four of a kind, Aces:               21
   4:     A A A A 2:    four of a kind, Aces:               22
   4:     K K K K A:    four of a kind, Kings:               23
   4:     K K K K Q:    four of a kind, Kings:               24
   4:     K K K K J:    four of a kind, Kings:               25
   4:     K K K K T:    four of a kind, Kings:               26
   4:     K K K K 9:    four of a kind, Kings:               27
   4:     K K K K 8:    four of a kind, Kings:               28
   4:     K K K K 7:    four of a kind, Kings:               29
   4:     K K K K 6:    four of a kind, Kings:               30
   4:     K K K K 5:    four of a kind, Kings:               31
   4:     K K K K 4:    four of a kind, Kings:               32
   4:     K K K K 3:    four of a kind, Kings:               33
   4:     K K K K 2:    four of a kind, Kings:               34
   4:     Q Q Q Q A:    four of a kind, Queens:               35
   4:     Q Q Q Q K:    four of a kind, Queens:               36
   4:     Q Q Q Q J:    four of a kind, Queens:               37
   4:     Q Q Q Q T:    four of a kind, Queens:               38
   4:     Q Q Q Q 9:    four of a kind, Queens:               39
   4:     Q Q Q Q 8:    four of a kind, Queens:               40
   4:     Q Q Q Q 7:    four of a kind, Queens:               41
   4:     Q Q Q Q 6:    four of a kind, Queens:               42
   4:     Q Q Q Q 5:    four of a kind, Queens:               43
   4:     Q Q Q Q 4:    four of a kind, Queens:               44
   4:     Q Q Q Q 3:    four of a kind, Queens:               45
   4:     Q Q Q Q 2:    four of a kind, Queens:               46
   4:     J J J J A:    four of a kind, Jacks:               47
   4:     J J J J K:    four of a kind, Jacks:               48
   4:     J J J J Q:    four of a kind, Jacks:               49
   4:     J J J J T:    four of a kind, Jacks:               50
   4:     J J J J 9:    four of a kind, Jacks:               51
   4:     J J J J 8:    four of a kind, Jacks:               52
   4:     J J J J 7:    four of a kind, Jacks:               53
   4:     J J J J 6:    four of a kind, Jacks:               54
   4:     J J J J 5:    four of a kind, Jacks:               55
   4:     J J J J 4:    four of a kind, Jacks:               56
   4:     J J J J 3:    four of a kind, Jacks:               57
   4:     J J J J 2:    four of a kind, Jacks:               58
   4:     T T T T A:    four of a kind, Tens:               59
   4:     T T T T K:    four of a kind, Tens:               60
   4:     T T T T Q:    four of a kind, Tens:               61
   4:     T T T T J:    four of a kind, Tens:               62
   4:     T T T T 9:    four of a kind, Tens:               63
   4:     T T T T 8:    four of a kind, Tens:               64
   4:     T T T T 7:    four of a kind, Tens:               65
   4:     T T T T 6:    four of a kind, Tens:               66
   4:     T T T T 5:    four of a kind, Tens:               67
   4:     T T T T 4:    four of a kind, Tens:               68
   4:     T T T T 3:    four of a kind, Tens:               69
   4:     T T T T 2:    four of a kind, Tens:               70
   4:     9 9 9 9 A:    four of a kind, Nines:               71
   4:     9 9 9 9 K:    four of a kind, Nines:               72
   4:     9 9 9 9 Q:    four of a kind, Nines:               73
   4:     9 9 9 9 J:    four of a kind, Nines:               74
   4:     9 9 9 9 T:    four of a kind, Nines:               75
   4:     9 9 9 9 8:    four of a kind, Nines:               76
   4:     9 9 9 9 7:    four of a kind, Nines:               77
   4:     9 9 9 9 6:    four of a kind, Nines:               78
   4:     9 9 9 9 5:    four of a kind, Nines:               79
   4:     9 9 9 9 4:    four of a kind, Nines:               80
   4:     9 9 9 9 3:    four of a kind, Nines:               81
   4:     9 9 9 9 2:    four of a kind, Nines:               82
   4:     8 8 8 8 A:    four of a kind, Eights:               83
   4:     8 8 8 8 K:    four of a kind, Eights:               84
   4:     8 8 8 8 Q:    four of a kind, Eights:               85
   4:     8 8 8 8 J:    four of a kind, Eights:               86
   4:     8 8 8 8 T:    four of a kind, Eights:               87
   4:     8 8 8 8 9:    four of a kind, Eights:               88
   4:     8 8 8 8 7:    four of a kind, Eights:               89
   4:     8 8 8 8 6:    four of a kind, Eights:               90
   4:     8 8 8 8 5:    four of a kind, Eights:               91
   4:     8 8 8 8 4:    four of a kind, Eights:               92
   4:     8 8 8 8 3:    four of a kind, Eights:               93
   4:     8 8 8 8 2:    four of a kind, Eights:               94
   4:     7 7 7 7 A:    four of a kind, Sevens:               95
   4:     7 7 7 7 K:    four of a kind, Sevens:               96
   4:     7 7 7 7 Q:    four of a kind, Sevens:               97
   4:     7 7 7 7 J:    four of a kind, Sevens:               98
   4:     7 7 7 7 T:    four of a kind, Sevens:               99
   4:     7 7 7 7 9:    four of a kind, Sevens:              100
   4:     7 7 7 7 8:    four of a kind, Sevens:              101
   4:     7 7 7 7 6:    four of a kind, Sevens:              102
   4:     7 7 7 7 5:    four of a kind, Sevens:              103
   4:     7 7 7 7 4:    four of a kind, Sevens:              104
   4:     7 7 7 7 3:    four of a kind, Sevens:              105
   4:     7 7 7 7 2:    four of a kind, Sevens:              106
   4:     6 6 6 6 A:    four of a kind, Sixes:              107
   4:     6 6 6 6 K:    four of a kind, Sixes:              108
   4:     6 6 6 6 Q:    four of a kind, Sixes:              109
   4:     6 6 6 6 J:    four of a kind, Sixes:              110
   4:     6 6 6 6 T:    four of a kind, Sixes:              111
   4:     6 6 6 6 9:    four of a kind, Sixes:              112
   4:     6 6 6 6 8:    four of a kind, Sixes:              113
   4:     6 6 6 6 7:    four of a kind, Sixes:              114
   4:     6 6 6 6 5:    four of a kind, Sixes:              115
   4:     6 6 6 6 4:    four of a kind, Sixes:              116
   4:     6 6 6 6 3:    four of a kind, Sixes:              117
   4:     6 6 6 6 2:    four of a kind, Sixes:              118
   4:     5 5 5 5 A:    four of a kind, Fives:              119
   4:     5 5 5 5 K:    four of a kind, Fives:              120
   4:     5 5 5 5 Q:    four of a kind, Fives:              121
   4:     5 5 5 5 J:    four of a kind, Fives:              122
   4:     5 5 5 5 T:    four of a kind, Fives:              123
   4:     5 5 5 5 9:    four of a kind, Fives:              124
   4:     5 5 5 5 8:    four of a kind, Fives:              125
   4:     5 5 5 5 7:    four of a kind, Fives:              126
   4:     5 5 5 5 6:    four of a kind, Fives:              127
   4:     5 5 5 5 4:    four of a kind, Fives:              128
   4:     5 5 5 5 3:    four of a kind, Fives:              129
   4:     5 5 5 5 2:    four of a kind, Fives:              130
